season,match_id,player,runs_points,bowling_points,fielding_points,total_points,DOB,Country,matchday_player_age
2009-01-01,337,WPUJC Vaas,10.0,50.0,0.0,60.0,1974-01-21,Sri Lanka,34.0
2010-01-01,354,WPUJC Vaas,-2.0,50.0,0.0,48.0,1974-01-21,Sri Lanka,35.0
2010-01-01,358,WPUJC Vaas,-2.0,75.0,0.0,73.0,1974-01-21,Sri Lanka,35.0
2010-01-01,365,WPUJC Vaas,16.0,50.0,0.0,66.0,1974-01-21,Sri Lanka,35.0
2010-01-01,368,WPUJC Vaas,3.0,25.0,12.0,40.0,1974-01-21,Sri Lanka,35.0
2010-01-01,408,WPUJC Vaas,3.0,25.0,0.0,28.0,1974-01-21,Sri Lanka,35.0
2008-01-01,243,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,21.0
2008-01-01,251,PP Ojha,-2.0,0.0,16.0,14.0,1986-05-09,India,21.0
2008-01-01,290,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,21.0
2008-01-01,268,PP Ojha,1.0,25.0,8.0,34.0,1986-05-09,India,21.0
2008-01-01,277,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,21.0
2008-01-01,287,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,21.0
2008-01-01,293,PP Ojha,1.0,25.0,0.0,26.0,1986-05-09,India,21.0
2009-01-01,300,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,22.0
2009-01-01,307,PP Ojha,-2.0,75.0,0.0,73.0,1986-05-09,India,22.0
2009-01-01,310,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,22.0
2009-01-01,315,PP Ojha,1.0,25.0,8.0,34.0,1986-05-09,India,22.0
2009-01-01,337,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,22.0
2009-01-01,350,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,22.0
2009-01-01,353,PP Ojha,-2.0,75.0,0.0,73.0,1986-05-09,India,22.0
2010-01-01,358,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,23.0
2010-01-01,374,PP Ojha,-2.0,25.0,0.0,23.0,1986-05-09,India,23.0
2010-01-01,378,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,23.0
2010-01-01,383,PP Ojha,-2.0,50.0,8.0,56.0,1986-05-09,India,23.0
2010-01-01,386,PP Ojha,2.0,75.0,0.0,77.0,1986-05-09,India,23.0
2010-01-01,393,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,23.0
2010-01-01,395,PP Ojha,-2.0,25.0,0.0,23.0,1986-05-09,India,23.0
2010-01-01,399,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,23.0
2010-01-01,408,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,23.0
2011-01-01,439,PP Ojha,-2.0,25.0,8.0,31.0,1986-05-09,India,24.0
2011-01-01,451,PP Ojha,-2.0,75.0,0.0,73.0,1986-05-09,India,24.0
2011-01-01,474,PP Ojha,-2.0,50.0,8.0,56.0,1986-05-09,India,24.0
2011-01-01,474,PP Ojha,-2.0,50.0,6.0,54.0,1986-05-09,India,24.0
2012-01-01,487,PP Ojha,-2.0,50.0,8.0,56.0,1986-05-09,India,25.0
2012-01-01,506,PP Ojha,3.0,25.0,0.0,28.0,1986-05-09,India,25.0
2012-01-01,515,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,25.0
2012-01-01,530,PP Ojha,1.0,25.0,0.0,26.0,1986-05-09,India,25.0
2012-01-01,539,PP Ojha,-2.0,25.0,0.0,23.0,1986-05-09,India,25.0
2012-01-01,542,PP Ojha,-2.0,25.0,0.0,23.0,1986-05-09,India,25.0
2013-01-01,565,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,26.0
2013-01-01,569,PP Ojha,-2.0,50.0,8.0,56.0,1986-05-09,India,26.0
2013-01-01,574,PP Ojha,-2.0,25.0,6.0,29.0,1986-05-09,India,26.0
2013-01-01,592,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,26.0
2013-01-01,600,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,26.0
2013-01-01,609,PP Ojha,-2.0,75.0,0.0,73.0,1986-05-09,India,26.0
2013-01-01,613,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,26.0
2014-01-01,649,PP Ojha,-2.0,25.0,0.0,23.0,1986-05-09,India,27.0
2014-01-01,680,PP Ojha,-2.0,50.0,0.0,48.0,1986-05-09,India,27.0
2014-01-01,694,PP Ojha,1.0,25.0,0.0,26.0,1986-05-09,India,27.0
2008-01-01,243,A Symonds,32.0,0.0,8.0,40.0,1975-09-06,Australia,32.0
2008-01-01,247,A Symonds,133.0,0.0,16.0,149.0,1975-09-06,Australia,32.0
2009-01-01,330,A Symonds,68.0,0.0,0.0,68.0,1975-09-06,Australia,33.0
2009-01-01,334,A Symonds,30.0,0.0,0.0,30.0,1975-09-06,Australia,33.0
2009-01-01,337,A Symonds,41.0,25.0,8.0,74.0,1975-09-06,Australia,33.0
2009-01-01,342,A Symonds,18.0,25.0,0.0,43.0,1975-09-06,Australia,33.0
2009-01-01,343,A Symonds,25.0,25.0,0.0,50.0,1975-09-06,Australia,33.0
2009-01-01,350,A Symonds,18.0,25.0,0.0,43.0,1975-09-06,Australia,33.0
2009-01-01,351,A Symonds,24.0,25.0,0.0,49.0,1975-09-06,Australia,33.0
2009-01-01,353,A Symonds,33.0,50.0,0.0,83.0,1975-09-06,Australia,33.0
2010-01-01,358,A Symonds,58.0,50.0,0.0,108.0,1975-09-06,Australia,34.0
2010-01-01,365,A Symonds,61.0,25.0,16.0,102.0,1975-09-06,Australia,34.0
2010-01-01,368,A Symonds,35.0,75.0,8.0,118.0,1975-09-06,Australia,34.0
2010-01-01,374,A Symonds,22.0,0.0,0.0,22.0,1975-09-06,Australia,34.0
2010-01-01,383,A Symonds,45.0,50.0,0.0,95.0,1975-09-06,Australia,34.0
2010-01-01,393,A Symonds,61.0,25.0,8.0,94.0,1975-09-06,Australia,34.0
2010-01-01,395,A Symonds,27.0,25.0,8.0,60.0,1975-09-06,Australia,34.0
2010-01-01,399,A Symonds,19.0,25.0,8.0,52.0,1975-09-06,Australia,34.0
2010-01-01,408,A Symonds,62.0,0.0,0.0,62.0,1975-09-06,Australia,34.0
2010-01-01,411,A Symonds,23.0,25.0,16.0,64.0,1975-09-06,Australia,34.0
2011-01-01,436,A Symonds,31.0,0.0,0.0,31.0,1975-09-06,Australia,35.0
2011-01-01,439,A Symonds,44.0,0.0,6.0,50.0,1975-09-06,Australia,35.0
2011-01-01,446,A Symonds,17.0,0.0,0.0,17.0,1975-09-06,Australia,35.0
2011-01-01,452,A Symonds,4.0,25.0,8.0,37.0,1975-09-06,Australia,35.0
2008-01-01,243,RP Singh,1.0,25.0,0.0,26.0,1985-06-12,India,22.0
2008-01-01,245,RP Singh,1.0,25.0,0.0,26.0,1985-06-12,India,22.0
2008-01-01,247,RP Singh,-2.0,25.0,6.0,29.0,1985-06-12,India,22.0
2008-01-01,251,RP Singh,-2.0,50.0,0.0,48.0,1985-06-12,India,22.0
2008-01-01,290,RP Singh,-2.0,75.0,0.0,73.0,1985-06-12,India,22.0
2008-01-01,264,RP Singh,-2.0,50.0,8.0,56.0,1985-06-12,India,22.0
2008-01-01,268,RP Singh,2.0,25.0,0.0,27.0,1985-06-12,India,22.0
2008-01-01,271,RP Singh,6.0,25.0,8.0,39.0,1985-06-12,India,22.0
2008-01-01,281,RP Singh,3.0,75.0,8.0,86.0,1985-06-12,India,22.0
2009-01-01,300,RP Singh,-2.0,116.0,0.0,114.0,1985-06-12,India,23.0
2009-01-01,303,RP Singh,-2.0,50.0,0.0,48.0,1985-06-12,India,23.0
2009-01-01,307,RP Singh,4.0,50.0,0.0,54.0,1985-06-12,India,23.0
2009-01-01,310,RP Singh,-2.0,25.0,16.0,39.0,1985-06-12,India,23.0
2009-01-01,315,RP Singh,2.0,25.0,0.0,27.0,1985-06-12,India,23.0
2009-01-01,319,RP Singh,-2.0,50.0,0.0,48.0,1985-06-12,India,23.0
2009-01-01,323,RP Singh,2.0,25.0,8.0,35.0,1985-06-12,India,23.0
2009-01-01,326,RP Singh,-2.0,50.0,0.0,48.0,1985-06-12,India,23.0
2009-01-01,343,RP Singh,-2.0,75.0,0.0,73.0,1985-06-12,India,23.0
2009-01-01,350,RP Singh,-2.0,25.0,8.0,31.0,1985-06-12,India,23.0
2009-01-01,351,RP Singh,-2.0,50.0,8.0,56.0,1985-06-12,India,23.0
2009-01-01,353,RP Singh,-2.0,25.0,8.0,31.0,1985-06-12,India,23.0
2010-01-01,354,RP Singh,-2.0,25.0,0.0,23.0,1985-06-12,India,24.0
2010-01-01,358,RP Singh,-2.0,25.0,24.0,47.0,1985-06-12,India,24.0
2010-01-01,378,RP Singh,1.0,75.0,0.0,76.0,1985-06-12,India,24.0
2010-01-01,389,RP Singh,3.0,75.0,12.0,90.0,1985-06-12,India,24.0
2010-01-01,395,RP Singh,-2.0,25.0,6.0,29.0,1985-06-12,India,24.0
2010-01-01,399,RP Singh,-2.0,50.0,0.0,48.0,1985-06-12,India,24.0
2010-01-01,404,RP Singh,-2.0,25.0,0.0,23.0,1985-06-12,India,24.0
2011-01-01,426,RP Singh,-2.0,0.0,0.0,-2.0,1985-06-12,India,25.0
2011-01-01,431,RP Singh,-2.0,25.0,0.0,23.0,1985-06-12,India,25.0
2011-01-01,434,RP Singh,-2.0,50.0,0.0,48.0,1985-06-12,India,25.0
2011-01-01,444,RP Singh,-2.0,50.0,0.0,48.0,1985-06-12,India,25.0
2011-01-01,453,RP Singh,-2.0,25.0,16.0,39.0,1985-06-12,India,25.0
2011-01-01,469,RP Singh,-2.0,116.0,8.0,122.0,1985-06-12,India,25.0
2011-01-01,473,RP Singh,-2.0,25.0,0.0,23.0,1985-06-12,India,25.0
2011-01-01,476,RP Singh,-2.0,25.0,16.0,39.0,1985-06-12,India,25.0
2012-01-01,506,RP Singh,-2.0,50.0,0.0,48.0,1985-06-12,India,26.0
2012-01-01,525,RP Singh,-2.0,25.0,8.0,31.0,1985-06-12,India,26.0
2012-01-01,534,RP Singh,1.0,75.0,20.0,96.0,1985-06-12,India,26.0
2012-01-01,546,RP Singh,-2.0,25.0,0.0,23.0,1985-06-12,India,26.0
2012-01-01,549,RP Singh,3.0,50.0,0.0,53.0,1985-06-12,India,26.0
2013-01-01,611,RP Singh,-2.0,75.0,0.0,73.0,1985-06-12,India,27.0
2013-01-01,571,RP Singh,-2.0,75.0,12.0,85.0,1985-06-12,India,27.0
2013-01-01,586,RP Singh,-2.0,75.0,8.0,81.0,1985-06-12,India,27.0
2013-01-01,590,RP Singh,-2.0,25.0,8.0,31.0,1985-06-12,India,27.0
2013-01-01,599,RP Singh,-2.0,25.0,8.0,31.0,1985-06-12,India,27.0
2016-01-01,756,RP Singh,-2.0,25.0,0.0,23.0,1985-06-12,India,30.0
2016-01-01,790,RP Singh,-2.0,25.0,0.0,23.0,1985-06-12,India,30.0
2008-01-01,243,AC Gilchrist,23.0,0.0,0.0,23.0,1971-11-14,Australia,36.0
2008-01-01,245,AC Gilchrist,8.0,0.0,8.0,16.0,1971-11-14,Australia,36.0
2008-01-01,251,AC Gilchrist,125.0,0.0,16.0,141.0,1971-11-14,Australia,36.0
2008-01-01,264,AC Gilchrist,62.0,0.0,0.0,62.0,1971-11-14,Australia,36.0
2008-01-01,268,AC Gilchrist,69.0,0.0,0.0,69.0,1971-11-14,Australia,36.0
2008-01-01,271,AC Gilchrist,24.0,0.0,8.0,32.0,1971-11-14,Australia,36.0
2008-01-01,277,AC Gilchrist,14.0,0.0,24.0,38.0,1971-11-14,Australia,36.0
2008-01-01,287,AC Gilchrist,58.0,0.0,0.0,58.0,1971-11-14,Australia,36.0
2008-01-01,259,AC Gilchrist,46.0,0.0,8.0,54.0,1971-11-14,Australia,36.0
2009-01-01,300,AC Gilchrist,13.0,0.0,20.0,33.0,1971-11-14,Australia,37.0
2009-01-01,303,AC Gilchrist,79.0,0.0,26.0,105.0,1971-11-14,Australia,37.0
2009-01-01,307,AC Gilchrist,35.0,0.0,16.0,51.0,1971-11-14,Australia,37.0
2009-01-01,310,AC Gilchrist,44.0,0.0,8.0,52.0,1971-11-14,Australia,37.0
2009-01-01,319,AC Gilchrist,39.0,0.0,8.0,47.0,1971-11-14,Australia,37.0
2009-01-01,326,AC Gilchrist,25.0,0.0,20.0,45.0,1971-11-14,Australia,37.0
2009-01-01,330,AC Gilchrist,20.0,0.0,12.0,32.0,1971-11-14,Australia,37.0
2009-01-01,334,AC Gilchrist,10.0,0.0,18.0,28.0,1971-11-14,Australia,37.0
2009-01-01,337,AC Gilchrist,72.0,0.0,12.0,84.0,1971-11-14,Australia,37.0
2009-01-01,342,AC Gilchrist,43.0,0.0,12.0,55.0,1971-11-14,Australia,37.0
2009-01-01,343,AC Gilchrist,23.0,0.0,6.0,29.0,1971-11-14,Australia,37.0
2009-01-01,350,AC Gilchrist,15.0,0.0,12.0,27.0,1971-11-14,Australia,37.0
2009-01-01,351,AC Gilchrist,93.0,0.0,20.0,113.0,1971-11-14,Australia,37.0
2009-01-01,351,AC Gilchrist,93.0,0.0,6.0,99.0,1971-11-14,Australia,37.0
2009-01-01,353,AC Gilchrist,-2.0,0.0,32.0,30.0,1971-11-14,Australia,37.0
2010-01-01,354,AC Gilchrist,62.0,0.0,0.0,62.0,1971-11-14,Australia,38.0
2010-01-01,358,AC Gilchrist,38.0,0.0,20.0,58.0,1971-11-14,Australia,38.0
2010-01-01,365,AC Gilchrist,33.0,0.0,0.0,33.0,1971-11-14,Australia,38.0
2010-01-01,386,AC Gilchrist,19.0,0.0,12.0,31.0,1971-11-14,Australia,38.0
2010-01-01,389,AC Gilchrist,34.0,0.0,0.0,34.0,1971-11-14,Australia,38.0
2010-01-01,393,AC Gilchrist,32.0,0.0,8.0,40.0,1971-11-14,Australia,38.0
2010-01-01,411,AC Gilchrist,15.0,0.0,20.0,35.0,1971-11-14,Australia,38.0
2011-01-01,422,AC Gilchrist,19.0,0.0,12.0,31.0,1971-11-14,Australia,39.0
2011-01-01,428,AC Gilchrist,69.0,0.0,0.0,69.0,1971-11-14,Australia,39.0
2011-01-01,438,AC Gilchrist,42.0,0.0,0.0,42.0,1971-11-14,Australia,39.0
2011-01-01,449,AC Gilchrist,26.0,0.0,0.0,26.0,1971-11-14,Australia,39.0
2011-01-01,466,AC Gilchrist,28.0,0.0,20.0,48.0,1971-11-14,Australia,39.0
2011-01-01,466,AC Gilchrist,28.0,0.0,6.0,34.0,1971-11-14,Australia,39.0
2011-01-01,475,AC Gilchrist,122.0,0.0,28.0,150.0,1971-11-14,Australia,39.0
2011-01-01,479,AC Gilchrist,59.0,0.0,0.0,59.0,1971-11-14,Australia,39.0
2012-01-01,490,AC Gilchrist,27.0,0.0,0.0,27.0,1971-11-14,Australia,40.0
2012-01-01,500,AC Gilchrist,21.0,0.0,6.0,27.0,1971-11-14,Australia,40.0
2012-01-01,509,AC Gilchrist,40.0,0.0,0.0,40.0,1971-11-14,Australia,40.0
2012-01-01,550,AC Gilchrist,72.0,0.0,24.0,96.0,1971-11-14,Australia,40.0
2013-01-01,566,AC Gilchrist,15.0,0.0,8.0,23.0,1971-11-14,Australia,41.0
2013-01-01,594,AC Gilchrist,27.0,0.0,16.0,43.0,1971-11-14,Australia,41.0
2013-01-01,615,AC Gilchrist,42.0,0.0,0.0,42.0,1971-11-14,Australia,41.0
2013-01-01,619,AC Gilchrist,26.0,0.0,8.0,34.0,1971-11-14,Australia,41.0
2013-01-01,608,AC Gilchrist,93.0,0.0,0.0,93.0,1971-11-14,Australia,41.0
2013-01-01,591,AC Gilchrist,42.0,0.0,16.0,58.0,1971-11-14,Australia,41.0
2013-01-01,629,AC Gilchrist,5.0,25.0,8.0,38.0,1971-11-14,Australia,41.0
2008-01-01,244,Yuvraj Singh,65.0,0.0,0.0,65.0,1981-12-12,India,26.0
2008-01-01,252,Yuvraj Singh,40.0,25.0,8.0,73.0,1981-12-12,India,26.0
2008-01-01,256,Yuvraj Singh,14.0,0.0,22.0,36.0,1981-12-12,India,26.0
2008-01-01,260,Yuvraj Singh,17.0,0.0,8.0,25.0,1981-12-12,India,26.0
2008-01-01,279,Yuvraj Singh,23.0,0.0,0.0,23.0,1981-12-12,India,26.0
2008-01-01,285,Yuvraj Singh,7.0,50.0,18.0,75.0,1981-12-12,India,26.0
2008-01-01,291,Yuvraj Singh,27.0,0.0,0.0,27.0,1981-12-12,India,26.0
2008-01-01,276,Yuvraj Singh,49.0,0.0,0.0,49.0,1981-12-12,India,26.0
2009-01-01,299,Yuvraj Singh,16.0,0.0,0.0,16.0,1981-12-12,India,27.0
2009-01-01,302,Yuvraj Singh,38.0,0.0,0.0,38.0,1981-12-12,India,27.0
2009-01-01,306,Yuvraj Singh,30.0,0.0,8.0,38.0,1981-12-12,India,27.0
2009-01-01,318,Yuvraj Singh,58.0,75.0,0.0,133.0,1981-12-12,India,27.0
2009-01-01,321,Yuvraj Singh,14.0,0.0,8.0,22.0,1981-12-12,India,27.0
2009-01-01,324,Yuvraj Singh,48.0,0.0,0.0,48.0,1981-12-12,India,27.0
2009-01-01,328,Yuvraj Singh,66.0,0.0,0.0,66.0,1981-12-12,India,27.0
2009-01-01,343,Yuvraj Singh,20.0,75.0,0.0,95.0,1981-12-12,India,27.0
2010-01-01,365,Yuvraj Singh,4.0,50.0,0.0,54.0,1981-12-12,India,28.0
2010-01-01,369,Yuvraj Singh,43.0,25.0,0.0,68.0,1981-12-12,India,28.0
2010-01-01,384,Yuvraj Singh,36.0,0.0,0.0,36.0,1981-12-12,India,28.0
2010-01-01,387,Yuvraj Singh,33.0,0.0,0.0,33.0,1981-12-12,India,28.0
2010-01-01,391,Yuvraj Singh,28.0,0.0,0.0,28.0,1981-12-12,India,28.0
2010-01-01,397,Yuvraj Singh,21.0,25.0,0.0,46.0,1981-12-12,India,28.0
2010-01-01,404,Yuvraj Singh,20.0,25.0,0.0,45.0,1981-12-12,India,28.0
2011-01-01,418,Yuvraj Singh,21.0,0.0,14.0,35.0,1981-12-12,India,29.0
2011-01-01,429,Yuvraj Singh,74.0,116.0,8.0,198.0,1981-12-12,India,29.0
2011-01-01,441,Yuvraj Singh,34.0,0.0,0.0,34.0,1981-12-12,India,29.0
2011-01-01,443,Yuvraj Singh,70.0,0.0,0.0,70.0,1981-12-12,India,29.0
2011-01-01,447,Yuvraj Singh,41.0,0.0,0.0,41.0,1981-12-12,India,29.0
2011-01-01,456,Yuvraj Singh,20.0,50.0,8.0,78.0,1981-12-12,India,29.0
2011-01-01,463,Yuvraj Singh,35.0,0.0,16.0,51.0,1981-12-12,India,29.0
2011-01-01,465,Yuvraj Singh,2.0,50.0,0.0,52.0,1981-12-12,India,29.0
2011-01-01,474,Yuvraj Singh,23.0,25.0,0.0,48.0,1981-12-12,India,29.0
2011-01-01,477,Yuvraj Singh,24.0,0.0,0.0,24.0,1981-12-12,India,29.0
2011-01-01,480,Yuvraj Singh,-2.0,0.0,0.0,-2.0,1981-12-12,India,29.0
2013-01-01,563,Yuvraj Singh,2.0,25.0,0.0,27.0,1981-12-12,India,31.0
2013-01-01,572,Yuvraj Singh,28.0,50.0,0.0,78.0,1981-12-12,India,31.0
2013-01-01,574,Yuvraj Singh,24.0,25.0,0.0,49.0,1981-12-12,India,31.0
2013-01-01,588,Yuvraj Singh,34.0,25.0,0.0,59.0,1981-12-12,India,31.0
2013-01-01,598,Yuvraj Singh,31.0,0.0,0.0,31.0,1981-12-12,India,31.0
2013-01-01,618,Yuvraj Singh,33.0,25.0,0.0,58.0,1981-12-12,India,31.0
2013-01-01,624,Yuvraj Singh,30.0,0.0,8.0,38.0,1981-12-12,India,31.0
2014-01-01,638,Yuvraj Singh,60.0,0.0,0.0,60.0,1981-12-12,India,32.0
2014-01-01,647,Yuvraj Singh,31.0,0.0,0.0,31.0,1981-12-12,India,32.0
2014-01-01,654,Yuvraj Singh,35.0,0.0,0.0,35.0,1981-12-12,India,32.0
2014-01-01,671,Yuvraj Singh,91.0,116.0,8.0,215.0,1981-12-12,India,32.0
2014-01-01,674,Yuvraj Singh,76.0,0.0,0.0,76.0,1981-12-12,India,32.0
2014-01-01,682,Yuvraj Singh,21.0,0.0,14.0,35.0,1981-12-12,India,32.0
2014-01-01,689,Yuvraj Singh,25.0,25.0,0.0,50.0,1981-12-12,India,32.0
2015-01-01,702,Yuvraj Singh,27.0,0.0,8.0,35.0,1981-12-12,India,33.0
2015-01-01,707,Yuvraj Singh,62.0,0.0,0.0,62.0,1981-12-12,India,33.0
2015-01-01,732,Yuvraj Singh,22.0,0.0,0.0,22.0,1981-12-12,India,33.0
2015-01-01,735,Yuvraj Singh,65.0,0.0,0.0,65.0,1981-12-12,India,33.0
2015-01-01,744,Yuvraj Singh,32.0,0.0,0.0,32.0,1981-12-12,India,33.0
2015-01-01,750,Yuvraj Singh,11.0,0.0,0.0,11.0,1981-12-12,India,33.0
2016-01-01,792,Yuvraj Singh,39.0,0.0,0.0,39.0,1981-12-12,India,34.0
2016-01-01,795,Yuvraj Singh,23.0,0.0,6.0,29.0,1981-12-12,India,34.0
2016-01-01,801,Yuvraj Singh,42.0,0.0,0.0,42.0,1981-12-12,India,34.0
2016-01-01,813,Yuvraj Singh,44.0,0.0,12.0,56.0,1981-12-12,India,34.0
2016-01-01,815,Yuvraj Singh,38.0,0.0,0.0,38.0,1981-12-12,India,34.0
2017-01-01,0,Yuvraj Singh,70.0,0.0,16.0,86.0,1981-12-12,India,35.0
2017-01-01,13,Yuvraj Singh,26.0,0.0,0.0,26.0,1981-12-12,India,35.0
2017-01-01,20,Yuvraj Singh,3.0,25.0,0.0,28.0,1981-12-12,India,35.0
2017-01-01,38,Yuvraj Singh,78.0,0.0,0.0,78.0,1981-12-12,India,35.0
2017-01-01,42,Yuvraj Singh,47.0,0.0,8.0,55.0,1981-12-12,India,35.0
2019-01-01,121,Yuvraj Singh,61.0,0.0,0.0,61.0,1981-12-12,India,37.0
2008-01-01,244,SK Trivedi,-2.0,50.0,0.0,48.0,1982-04-09,India,25.0
2008-01-01,249,SK Trivedi,-2.0,25.0,0.0,23.0,1982-04-09,India,25.0
2008-01-01,257,SK Trivedi,-2.0,50.0,12.0,60.0,1982-04-09,India,25.0
2008-01-01,272,SK Trivedi,-2.0,50.0,0.0,48.0,1982-04-09,India,25.0
2008-01-01,280,SK Trivedi,-2.0,25.0,16.0,39.0,1982-04-09,India,25.0
2008-01-01,292,SK Trivedi,-2.0,50.0,8.0,56.0,1982-04-09,India,25.0
2009-01-01,339,SK Trivedi,-2.0,50.0,0.0,48.0,1982-04-09,India,26.0
2010-01-01,372,SK Trivedi,-2.0,50.0,8.0,56.0,1982-04-09,India,27.0
2010-01-01,389,SK Trivedi,9.0,75.0,12.0,96.0,1982-04-09,India,27.0
2010-01-01,391,SK Trivedi,-2.0,50.0,0.0,48.0,1982-04-09,India,27.0
2010-01-01,398,SK Trivedi,-2.0,25.0,0.0,23.0,1982-04-09,India,27.0
2010-01-01,402,SK Trivedi,-2.0,50.0,0.0,48.0,1982-04-09,India,27.0
2011-01-01,415,SK Trivedi,-2.0,75.0,0.0,73.0,1982-04-09,India,28.0
2011-01-01,420,SK Trivedi,-2.0,25.0,0.0,23.0,1982-04-09,India,28.0
2011-01-01,440,SK Trivedi,-2.0,75.0,0.0,73.0,1982-04-09,India,28.0
2011-01-01,450,SK Trivedi,-2.0,50.0,12.0,60.0,1982-04-09,India,28.0
2011-01-01,450,SK Trivedi,-2.0,50.0,6.0,54.0,1982-04-09,India,28.0
2011-01-01,455,SK Trivedi,-2.0,25.0,0.0,23.0,1982-04-09,India,28.0
2012-01-01,490,SK Trivedi,-2.0,25.0,0.0,23.0,1982-04-09,India,29.0
2012-01-01,493,SK Trivedi,-2.0,50.0,8.0,56.0,1982-04-09,India,29.0
2012-01-01,505,SK Trivedi,-2.0,116.0,0.0,114.0,1982-04-09,India,29.0
2012-01-01,507,SK Trivedi,-2.0,25.0,0.0,23.0,1982-04-09,India,29.0
2012-01-01,533,SK Trivedi,-2.0,25.0,8.0,31.0,1982-04-09,India,29.0
2012-01-01,540,SK Trivedi,-2.0,50.0,0.0,48.0,1982-04-09,India,29.0
2012-01-01,552,SK Trivedi,-2.0,50.0,0.0,48.0,1982-04-09,India,29.0
2013-01-01,568,SK Trivedi,-2.0,75.0,0.0,73.0,1982-04-09,India,30.0
2013-01-01,577,SK Trivedi,-2.0,50.0,8.0,56.0,1982-04-09,India,30.0
2013-01-01,582,SK Trivedi,-2.0,25.0,8.0,31.0,1982-04-09,India,30.0
2013-01-01,612,SK Trivedi,-2.0,25.0,0.0,23.0,1982-04-09,India,30.0
2013-01-01,628,SK Trivedi,-2.0,25.0,8.0,31.0,1982-04-09,India,30.0
2013-01-01,634,SK Trivedi,-2.0,25.0,8.0,31.0,1982-04-09,India,30.0
2008-01-01,244,Kamran Akmal,15.0,0.0,20.0,35.0,1982-01-13,Pakistan,25.0
2008-01-01,247,Kamran Akmal,12.0,0.0,20.0,32.0,1982-01-13,Pakistan,25.0
2008-01-01,289,Kamran Akmal,61.0,0.0,12.0,73.0,1982-01-13,Pakistan,25.0
2008-01-01,289,Kamran Akmal,61.0,0.0,6.0,67.0,1982-01-13,Pakistan,25.0
2008-01-01,292,Kamran Akmal,18.0,0.0,20.0,38.0,1982-01-13,Pakistan,25.0
2008-01-01,276,Kamran Akmal,24.0,0.0,0.0,24.0,1982-01-13,Pakistan,25.0
2008-01-01,244,PP Chawla,24.0,0.0,8.0,32.0,1988-12-24,India,19.0
2008-01-01,248,PP Chawla,-2.0,50.0,8.0,56.0,1988-12-24,India,19.0
2008-01-01,256,PP Chawla,-2.0,75.0,0.0,73.0,1988-12-24,India,19.0
2008-01-01,263,PP Chawla,-2.0,75.0,0.0,73.0,1988-12-24,India,19.0
2008-01-01,270,PP Chawla,17.0,25.0,0.0,42.0,1988-12-24,India,19.0
2008-01-01,273,PP Chawla,-2.0,50.0,14.0,62.0,1988-12-24,India,19.0
2008-01-01,285,PP Chawla,-2.0,25.0,8.0,31.0,1988-12-24,India,19.0
2008-01-01,285,PP Chawla,-2.0,25.0,6.0,29.0,1988-12-24,India,19.0
2008-01-01,287,PP Chawla,16.0,0.0,8.0,24.0,1988-12-24,India,19.0
2008-01-01,291,PP Chawla,-2.0,50.0,0.0,48.0,1988-12-24,India,19.0
2008-01-01,276,PP Chawla,-2.0,75.0,0.0,73.0,1988-12-24,India,19.0
2008-01-01,295,PP Chawla,12.0,0.0,0.0,12.0,1988-12-24,India,19.0
2009-01-01,309,PP Chawla,6.0,50.0,0.0,56.0,1988-12-24,India,20.0
2009-01-01,314,PP Chawla,-2.0,25.0,0.0,23.0,1988-12-24,India,20.0
2009-01-01,321,PP Chawla,-2.0,50.0,0.0,48.0,1988-12-24,India,20.0
2009-01-01,324,PP Chawla,6.0,50.0,8.0,64.0,1988-12-24,India,20.0
2009-01-01,328,PP Chawla,-2.0,25.0,0.0,23.0,1988-12-24,India,20.0
2009-01-01,330,PP Chawla,8.0,25.0,0.0,33.0,1988-12-24,India,20.0
2009-01-01,336,PP Chawla,-2.0,25.0,0.0,23.0,1988-12-24,India,20.0
2010-01-01,360,PP Chawla,-2.0,25.0,0.0,23.0,1988-12-24,India,21.0
2010-01-01,369,PP Chawla,8.0,25.0,0.0,33.0,1988-12-24,India,21.0
2010-01-01,372,PP Chawla,8.0,25.0,18.0,51.0,1988-12-24,India,21.0
2010-01-01,375,PP Chawla,-2.0,25.0,8.0,31.0,1988-12-24,India,21.0
